2022-03-10 13:02:09.168 DEBUG [main] [org.springframework.context.support.ClassPathXmlApplicationContext]=[prepareRefresh] [org.springframework.context.support.AbstractApplicationContext.prepareRefresh(AbstractApplicationContext.java:629)] - Refreshing org.springframework.context.support.ClassPathXmlApplicationContext@f0da945
2022-03-10 13:02:09.231 DEBUG [main] [org.springframework.beans.factory.xml.XmlBeanDefinitionReader]=[doLoadBeanDefinitions] [org.springframework.beans.factory.xml.XmlBeanDefinitionReader.doLoadBeanDefinitions(XmlBeanDefinitionReader.java:393)] - Loaded 3 bean definitions from class path resource [spring.xml]
2022-03-10 13:02:09.251 DEBUG [main] [org.springframework.beans.factory.support.DefaultListableBeanFactory]=[getSingleton] [org.springframework.beans.factory.support.DefaultSingletonBeanRegistry.getSingleton(DefaultSingletonBeanRegistry.java:225)] - Creating shared instance of singleton bean 'idCtrl'
2022-03-10 13:02:09.261 DEBUG [main] [org.springframework.beans.factory.support.DefaultListableBeanFactory]=[getSingleton] [org.springframework.beans.factory.support.DefaultSingletonBeanRegistry.getSingleton(DefaultSingletonBeanRegistry.java:225)] - Creating shared instance of singleton bean 'idService'
2022-03-10 13:02:09.262 DEBUG [main] [org.springframework.beans.factory.support.DefaultListableBeanFactory]=[getSingleton] [org.springframework.beans.factory.support.DefaultSingletonBeanRegistry.getSingleton(DefaultSingletonBeanRegistry.java:225)] - Creating shared instance of singleton bean 'idDao'
2022-03-10 13:02:09.283 DEBUG [main] [org.jboss.logging]=[logProvider] [org.jboss.logging.LoggerProviders.logProvider(LoggerProviders.java:152)] - Logging Provider: org.jboss.logging.Log4j2LoggerProvider
2022-03-10 13:02:09.339 DEBUG [main] [org.hibernate.jpa.HibernatePersistenceProvider]=[getEntityManagerFactoryBuilderOrNull] [org.hibernate.jpa.HibernatePersistenceProvider.getEntityManagerFactoryBuilderOrNull(HibernatePersistenceProvider.java:88)] - Located and parsed 1 persistence units; checking each
2022-03-10 13:02:09.339 DEBUG [main] [org.hibernate.jpa.HibernatePersistenceProvider]=[getEntityManagerFactoryBuilderOrNull] [org.hibernate.jpa.HibernatePersistenceProvider.getEntityManagerFactoryBuilderOrNull(HibernatePersistenceProvider.java:96)] - Checking persistence-unit [name=unit_clients, explicit-provider=org.hibernate.jpa.HibernatePersistenceProvider] against incoming persistence unit name [unit_clients]
2022-03-10 13:02:09.340 DEBUG [main] [org.hibernate.jpa.boot.spi.ProviderChecker]=[extractRequestedProviderName] [org.hibernate.jpa.boot.spi.ProviderChecker.extractRequestedProviderName(ProviderChecker.java:85)] - Persistence-unit [unit_clients] requested PersistenceProvider [org.hibernate.jpa.HibernatePersistenceProvider]
2022-03-10 13:02:09.344 DEBUG [main] [org.hibernate.jpa.internal.util.LogHelper]=[logPersistenceUnitInformation] [org.hibernate.jpa.internal.util.LogHelper.logPersistenceUnitInformation(LogHelper.java:102)] - PersistenceUnitInfo [
	name: unit_clients
	persistence provider classname: org.hibernate.jpa.HibernatePersistenceProvider
	classloader: null
	excludeUnlistedClasses: false
	JTA datasource: null
	Non JTA datasource: null
	Transaction type: RESOURCE_LOCAL
	PU root URL: file:/D:/IntelliJ%20Idea/MonPFE/target/classes
	Shared Cache Mode: null
	Validation Mode: null
	Jar files URLs []
	Managed classes names []
	Mapping files names []
	Properties [
		javax.persistence.jdbc.driver: com.mysql.jdbc.Driver
		javax.persistence.jdbc.password: root
		hibernate.dialect: org.hibernate.dialect.MySQL5Dialect
		javax.persistence.jdbc.url: jdbc:mysql://localhost:3306/pfe_base?createDatabaseIfNotExist=true
		hibernate.show_sql: true
		hibernate.hbm2ddl.auto: create
		hibernate.format_sql: true
		javax.persistence.jdbc.user: root]
2022-03-10 13:02:09.347 DEBUG [main] [org.hibernate.integrator.internal.IntegratorServiceImpl]=[addIntegrator] [org.hibernate.integrator.internal.IntegratorServiceImpl.addIntegrator(IntegratorServiceImpl.java:46)] - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
2022-03-10 13:02:09.348 DEBUG [main] [org.hibernate.integrator.internal.IntegratorServiceImpl]=[addIntegrator] [org.hibernate.integrator.internal.IntegratorServiceImpl.addIntegrator(IntegratorServiceImpl.java:46)] - Adding Integrator [org.hibernate.secure.spi.JaccIntegrator].
2022-03-10 13:02:09.351 DEBUG [main] [org.hibernate.integrator.internal.IntegratorServiceImpl]=[addIntegrator] [org.hibernate.integrator.internal.IntegratorServiceImpl.addIntegrator(IntegratorServiceImpl.java:46)] - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
2022-03-10 13:02:09.382 INFO [main] [org.hibernate.Version]=[logVersion] [org.hibernate.Version.logVersion(Version.java:44)] - HHH000412: Hibernate ORM core version 5.6.5.Final
2022-03-10 13:02:09.383 DEBUG [main] [org.hibernate.cfg.Environment]=[<clinit>] [org.hibernate.cfg.Environment.<clinit>(Environment.java:199)] - HHH000206: hibernate.properties not found
2022-03-10 13:02:09.505 DEBUG [main] [org.hibernate.service.spi.ServiceBinding]=[setService] [org.hibernate.service.spi.ServiceBinding.setService(ServiceBinding.java:68)] - Overriding existing service binding [org.hibernate.secure.spi.JaccService]
2022-03-10 13:02:09.516 DEBUG [main] [org.hibernate.cache.internal.RegionFactoryInitiator]=[resolveRegionFactory] [org.hibernate.cache.internal.RegionFactoryInitiator.resolveRegionFactory(RegionFactoryInitiator.java:118)] - Cannot default RegionFactory based on registered strategies as `[]` RegionFactory strategies were registered
2022-03-10 13:02:09.517 DEBUG [main] [org.hibernate.cache.internal.RegionFactoryInitiator]=[initiateService] [org.hibernate.cache.internal.RegionFactoryInitiator.initiateService(RegionFactoryInitiator.java:49)] - Cache region factory : org.hibernate.cache.internal.NoCachingRegionFactory
2022-03-10 13:02:09.530 INFO [main] [org.hibernate.annotations.common.Version]=[<clinit>] [org.hibernate.annotations.common.reflection.java.JavaReflectionManager.<clinit>(JavaReflectionManager.java:56)] - HCANN000001: Hibernate Commons Annotations {5.1.2.Final}
2022-03-10 13:02:09.594 DEBUG [main] [org.hibernate.type.BasicTypeRegistry]=[register] [org.hibernate.type.BasicTypeRegistry.register(BasicTypeRegistry.java:157)] - Adding type registration boolean -> org.hibernate.type.BooleanType@1db0ec27
2022-03-10 13:02:09.595 DEBUG [main] [org.hibernate.type.BasicTypeRegistry]=[register] [org.hibernate.type.BasicTypeRegistry.register(BasicTypeRegistry.java:157)] - Adding type registration boolean -> org.hibernate.type.BooleanType@1db0ec27
2022-03-10 13:02:09.595 DEBUG [main] [org.hibernate.type.BasicTypeRegistry]=[register] [org.hibernate.type.BasicTypeRegistry.register(BasicTypeRegistry.java:157)] - Adding type registration java.lang.Boolean -> org.hibernate.type.BooleanType@1db0ec27
2022-03-10 13:02:09.596 DEBUG [main] [org.hibernate.type.BasicTypeRegistry]=[register] [org.hibernate.type.BasicTypeRegistry.register(BasicTypeRegistry.java:157)] - Adding type registration numeric_boolean -> org.hibernate.type.NumericBooleanType@1af05b03
2022-03-10 13:02:09.596 DEBUG [main] [org.hibernate.type.BasicTypeRegistry]=[register] [org.hibernate.type.BasicTypeRegistry.register(BasicTypeRegistry.java:157)] - Adding type registration true_false -> org.hibernate.type.TrueFalseType@438bad7c
2022-03-10 13:02:09.597 DEBUG [main] [org.hibernate.type.BasicTypeRegistry]=[register] [org.hibernate.type.BasicTypeRegistry.register(BasicTypeRegistry.java:157)] - Adding type registration yes_no -> org.hibernate.type.YesNoType@54f5f647
2022-03-10 13:02:09.597 DEBUG [main] [org.hibernate.type.BasicTypeRegistry]=[register] [org.hibernate.type.BasicTypeRegistry.register(BasicTypeRegistry.java:157)] - Adding type registration byte -> org.hibernate.type.ByteType@38d5b107
2022-03-10 13:02:09.598 DEBUG [main] [org.hibernate.type.BasicTypeRegistry]=[register] [org.hibernate.type.BasicTypeRegistry.register(BasicTypeRegistry.java:157)] - Adding type registration byte -> org.hibernate.type.ByteType@38d5b107
2022-03-10 13:02:09.598 DEBUG [main] [org.hibernate.type.BasicTypeRegistry]=[register] [org.hibernate.type.BasicTypeRegistry.register(BasicTypeRegistry.java:157)] - Adding type registration java.lang.Byte -> org.hibernate.type.ByteType@38d5b107
2022-03-10 13:02:09.599 DEBUG [main] [org.hibernate.type.BasicTypeRegistry]=[register] [org.hibernate.type.BasicTypeRegistry.register(BasicTypeRegistry.java:157)] - Adding type registration character -> org.hibernate.type.CharacterType@1af1347d
2022-03-10 13:02:09.599 DEBUG [main] [org.hibernate.type.BasicTypeRegistry]=[register] [org.hibernate.type.BasicTypeRegistry.register(BasicTypeRegistry.java:157)] - Adding type registration char -> org.hibernate.type.CharacterType@1af1347d
2022-03-10 13:02:09.599 DEBUG [main] [org.hibernate.type.BasicTypeRegistry]=[register] [org.hibernate.type.BasicTypeRegistry.register(BasicTypeRegistry.java:157)] - Adding type registration java.lang.Character -> org.hibernate.type.CharacterType@1af1347d
2022-03-10 13:02:09.600 DEBUG [main] [org.hibernate.type.BasicTypeRegistry]=[register] [org.hibernate.type.BasicTypeRegistry.register(BasicTypeRegistry.java:157)] - Adding type registration short -> org.hibernate.type.ShortType@76b0ae1b
2022-03-10 13:02:09.600 DEBUG [main] [org.hibernate.type.BasicTypeRegistry]=[register] [org.hibernate.type.BasicTypeRegistry.register(BasicTypeRegistry.java:157)] - Adding type registration short -> org.hibernate.type.ShortType@76b0ae1b
